timestamp,source,container,metric,value
1784531804.8598852,kg_service,,ram_percent,28.7
1784531804.8598852,kg_service,,gpu_percent,0.0
1784531807.0183167,rag_service,,cpu_percent,0.6
1784531807.0183167,rag_service,,ram_used_mb,2193.58984375
1784531807.0183167,rag_service,,ram_percent,28.7
1784531807.0183167,rag_service,,gpu_percent,0.0
1784531807.0409808,kg_service,,cpu_percent,1.2
1784531807.0409808,kg_service,,ram_used_mb,2193.58984375
1784531807.0409808,kg_service,,ram_percent,28.7
1784531807.0409808,kg_service,,gpu_percent,0.0
1784531809.1957717,rag_service,,cpu_percent,0.0
1784531809.1957717,rag_service,,ram_used_mb,2193.58984375
1784531809.1957717,rag_service,,ram_percent,28.7
1784531809.1957717,rag_service,,gpu_percent,0.0
1784531809.215424,kg_service,,cpu_percent,0.6
1784531809.215424,kg_service,,ram_used_mb,2193.58984375
1784531809.215424,kg_service,,ram_percent,28.7
1784531809.215424,kg_service,,gpu_percent,0.0
1784531811.3653922,rag_service,,cpu_percent,0.0
1784531811.3653922,rag_service,,ram_used_mb,2182.4140625
1784531811.3653922,rag_service,,ram_percent,28.6
1784531811.3653922,rag_service,,gpu_percent,0.0
1784531811.4179635,kg_service,,cpu_percent,0.6
1784531811.4179635,kg_service,,ram_used_mb,2182.4296875
1784531811.4179635,kg_service,,ram_percent,28.6
1784531811.4179635,kg_service,,gpu_percent,0.0
1784531813.5864558,rag_service,,cpu_percent,0.0
1784531813.5864558,rag_service,,ram_used_mb,2182.4140625
1784531813.5864558,rag_service,,ram_percent,28.6
1784531813.5864558,rag_service,,gpu_percent,0.0
1784531813.6102774,kg_service,,cpu_percent,0.0
1784531813.6102774,kg_service,,ram_used_mb,2182.4140625
1784531813.6102774,kg_service,,ram_percent,28.6
1784531813.6102774,kg_service,,gpu_percent,0.0
1784531815.7363381,rag_service,,cpu_percent,1.2
1784531815.7363381,rag_service,,ram_used_mb,2182.4140625
1784531815.7363381,rag_service,,ram_percent,28.6
1784531815.7363381,rag_service,,gpu_percent,0.0
1784531815.7579682,kg_service,,cpu_percent,0.0
1784531815.7579682,kg_service,,ram_used_mb,2182.4140625
1784531815.7579682,kg_service,,ram_percent,28.6
1784531815.7579682,kg_service,,gpu_percent,0.0
1784531817.9140818,rag_service,,cpu_percent,0.0
1784531817.9140818,rag_service,,ram_used_mb,2181.0390625
1784531817.9140818,rag_service,,ram_percent,28.6
1784531817.9140818,rag_service,,gpu_percent,0.0
1784531817.9335096,kg_service,,cpu_percent,0.6
1784531817.9335096,kg_service,,ram_used_mb,2181.0390625
1784531817.9335096,kg_service,,ram_percent,28.6
1784531817.9335096,kg_service,,gpu_percent,0.0
1784531820.0692766,rag_service,,cpu_percent,0.0
1784531820.0692766,rag_service,,ram_used_mb,2182.9921875
1784531820.0692766,rag_service,,ram_percent,28.6
1784531820.0692766,rag_service,,gpu_percent,0.0
1784531820.0921125,kg_service,,cpu_percent,0.0
1784531820.0921125,kg_service,,ram_used_mb,2184.69921875
1784531820.0921125,kg_service,,ram_percent,28.6
1784531820.0921125,kg_service,,gpu_percent,0.0
1784531822.2365766,rag_service,,cpu_percent,0.0
1784531822.2365766,rag_service,,ram_used_mb,2185.01171875
1784531822.2365766,rag_service,,ram_percent,28.6
1784531822.2365766,rag_service,,gpu_percent,0.0
1784531822.2583313,kg_service,,cpu_percent,0.0
1784531822.2583313,kg_service,,ram_used_mb,2185.01171875
1784531822.2583313,kg_service,,ram_percent,28.6
1784531822.2583313,kg_service,,gpu_percent,0.0
1784531824.4154487,rag_service,,cpu_percent,0.0
1784531824.4154487,rag_service,,ram_used_mb,2192.171875
1784531824.4154487,rag_service,,ram_percent,28.7
1784531824.4154487,rag_service,,gpu_percent,0.0
1784531824.435406,kg_service,,cpu_percent,5.6
1784531824.435406,kg_service,,ram_used_mb,2184.765625
1784531824.435406,kg_service,,ram_percent,28.6
1784531824.435406,kg_service,,gpu_percent,0.0
1784531826.5940123,rag_service,,cpu_percent,0.0
1784531826.5940123,rag_service,,ram_used_mb,2192.171875
1784531826.5940123,rag_service,,ram_percent,28.7
1784531826.5940123,rag_service,,gpu_percent,0.0
1784531826.6155846,kg_service,,cpu_percent,1.2
1784531826.6155846,kg_service,,ram_used_mb,2192.171875
1784531826.6155846,kg_service,,ram_percent,28.7
1784531826.6155846,kg_service,,gpu_percent,0.0
1784531828.7601125,rag_service,,cpu_percent,0.6
1784531828.7601125,rag_service,,ram_used_mb,2192.171875
1784531828.7601125,rag_service,,ram_percent,28.7
1784531828.7601125,rag_service,,gpu_percent,0.0
1784531828.782585,kg_service,,cpu_percent,0.6
1784531828.782585,kg_service,,ram_used_mb,2192.171875
1784531828.782585,kg_service,,ram_percent,28.7
1784531828.782585,kg_service,,gpu_percent,0.0
1784531831.0083396,rag_service,,cpu_percent,1.2
1784531831.0083396,rag_service,,ram_used_mb,2192.15234375
1784531831.0083396,rag_service,,ram_percent,28.7
1784531831.0083396,rag_service,,gpu_percent,0.0
